idx,tax1,tax2,tax3,company,address,city,lat,lng,website
309,Energy Efficiency,Utility/Grid,Professional Services,Gurtz Electric Co.,"77 W Seegers Rd, Arlington Heights, IL, 60005",Arlington Heights,42.04876,-87.986703,http://www.gurtzelectric.com/
310,Enabling Technologies/Components,Manufacturing,,Gus Berthold Electric Co.,"1900 W Carroll Ave, Chicago, IL 60612",Chicago,41.887965,-87.674926,https://bertholdelectric.com/
311,Circular Economy,Construction,,Habitat For Humanity Chicago,"1100 W Cermak Rd Suite 404, Chicago, IL 60608",Chicago,41.852722,-87.653718,https://www.habitatchicago.org/
312,Security/Cybersecurity,Evaluation/Compliance,Professional Services,HALOCK,"1834 Walden Office Sq Suite 200, Schaumburg, IL 60173",Schaumburg,42.063044,-88.035195,https://www.halock.com/
313,Construction,Professional Services,Energy Efficiency,Hardt Electric Inc.,"4909 N Elston Ave, Chicago, IL 60630",Chicago,41.969945,-87.74271,http://www.hardtelectric.com/services/sustainability/
314,Academia/Research,,,Harper College Sustainability,"1200 W Algonquin Rd Building B Room B119, Palatine, IL 60067",Palatine,42.081453,-88.072626,https://www.harpercollege.edu/about/consumerinfo/sustainability/index.php
315,Solar,Consulting,,Harvest NRG Corp.,"639 W Diversey Pkwy, Chicago, IL 60614",Chicago,41.932693,-87.645286,https://www.harvest-nrg.com/
316,Solar,Professional Services,,Headline Solar,"111 S Wacker Dr Suite 56, Chicago, IL 60606",Chicago,41.880383,-87.636522,http://headlinesolar.com/
317,Solar,Storage,Professional Services,Hecate Energy,"621 W Randolph St, Chicago, IL 60661",Chicago,41.884217,-87.64368,http://www.hecateenergy.com/
318,Storage,Wind,Solar,Heindl Energy,"321 N Clark St Suite 1425, Chicago, IL 60654-4714",Chicago,41.88821,-87.630622,https://heindl-energy.com/
319,Solar,Manufacturing,Engineering,"Hitachi High-Tech America, Inc.","10 N Martingale Rd Suite 500, Schaumburg, IL 60173",Schaumburg,42.025733,-88.032564,https://www.hitachi-hightech.com/us/product_detail/?pn=ind-hta-rnw-001
320,Architecture/Design,Professional Services,Consulting,"HKS, Inc.","125 S Clark St, Chicago, IL 60603",Chicago,41.879931,-87.630517,https://www.hksinc.com/what-we-do/services/sustainable-design/
321,Finance,Utility/Grid,Marketing,"Hovey Energy, LLC","4000 N Lincoln Ave Floor 2, Chicago, IL 60618",Chicago,41.954307,-87.679268,http://hoveyenergy.indiemade.com/
322,Solar,Construction,Engineering,Huen Electric,"1801 W 16th St, Broadway, IL 60155",Broadway,41.856967,-87.855666,https://www.huenelectric.com/project-category/renewable-energy/
323,Law,Finance,,Husch Blackwell LLP,"120 S Riverside Plz Suite 2200, Chicago, IL 60606",Chicago,41.879939,-87.639277,https://www.huschblackwell.com/industries_services/Energy
324,Wave/Water/Hydro,Generation/Transmission,,Hydro Green Energy,"900 Oakmont Ln Suite 310, Westmont, IL 60559",Westmont,41.821789,-87.954156,http://hgenergy.com/index.php
325,Nuclear,Wave/Water/Hydro,Engineering,"Hydro, Inc.","834 W Madison St, Chicago, IL 60607",Chicago,41.882294,-87.649133,http://www.hydroinc.com/
326,Environmental Remediation,Consulting,Professional Services,"Hygieneering, Inc.","7575 Plaza Ct, Willowbrook, IL 60527",Willowbrook,41.751473,-87.936506,https://www.hygieneering.com/
327,Law,,,Ice Miller LLP,"200 W Madison St Suite 3500, Chicago, IL 60606",Chicago,41.882263,-87.634447,https://www.icemiller.com/
328,Security/Cybersecurity,Consulting,,Identity Logix,"10048 Wellington Terrace, Munster, IN 46321",Munster,41.528625,-87.492105,https://www.identitylogix.com/
329,Utility/Grid,Utility/Grid,Professional Services,IGS,"1751 Lake Cook Rd Suite 270, Deerfield, IL 60015",Deerfield,42.15093,-87.870512,https://www.igs.com/
330,Storage,Solar,Engineering,IHI Energy Storage,"100 N Riverside Plz, Chicago, IL 60606",Chicago,41.884133,-87.638837,https://www.ihi-energystorage.com/
331,Finance,Energy Efficiency,Wave/Water/Hydro,Illinois Clean Energy Community Foundation,"2 N LaSalle, Suite 1140, Chicago, IL 60602",Chicago,41.882381,-87.632597,https://www.illinoiscleanenergy.org/
332,Environmental Remediation,Construction,Engineering,"Illinois Drilling & Testing Co., Inc.","1752 Armitage Ct, Addison, IL 60101",Addison,41.91312,-88.029037,http://www.illinoisdrilling.com/
333,Consulting,Solar,Utility/Grid,"Illinois Energy Aggregation, LLC","9713 Southwest Hwy, Oak Lawn, IL 60453",Oak Lawn,41.715286,-87.772893,http://www.illinoisenergyaggregation.com/
334,Utility/Grid,Oil and Gas,Professional Services,"Illinois Energy, USA, LLC","1751 W Diehl Rd Suite 200, Naperville, IL 60563",Naperville,41.801792,-88.205114,https://www.illenergy.com/
335,Utility/Grid,Oil and Gas,Generation/Transmission,Illinois Gas & Electric,"27 N Upper Wacker Dr Suite 703, Chicago, IL 60606-2800 ",Chicago,41.882844,-87.636617,https://www.ilgande.com/
336,Academia/Research,,,"Illinois Institute of Technology, Robert W. Galvin Center for Electricity Innovation","10 W 35th St IIT Tower Floor 16, Chicago, IL 60616",Chicago,41.834873,-87.627006,http://www.iitmicrogrid.net
337,Academia/Research,,,"Illinois Institute of Technology, Wagner Institute for Sustainable Energy Research","10 W 35th St IIT Tower Floor 16, Chicago, IL 60616",Chicago,41.834873,-87.627006,https://web.iit.edu/wiser
338,Policy,Professional Services,,Illinois Nature Preserves Commission ,"7210 Keystone Rd, Richmond, IL",Richmond,42.426793,-88.326694,https://www.dnr.illinois.gov/INPC/Pages/default.aspx
339,Policy,Utility/Grid,Consulting,Illinois Power Agency,"160 N La Salle St Suite C504, Chicago, IL 60601",Chicago,41.88487,-87.63306,http://www.ipa-energyrfp.com/
340,Energy Efficiency,Academia/Research,,Illinois Renewable Energy Association,"1230 E Honey Creek Rd, Oregon, IL 61061",Oregon,41.984348,-89.315328,https://www.illinoisrenew.org/
341,Solar,Policy,,Illinois Solar Energy Association,"1281 E Brummel Ave, Elk Grove Village, IL 60007",Elk Grove Village,42.017055,-87.967754,https://illinoissolar.org/
342,Finance,,,Impact Engine,"222 W Merchandise Mart Plz Suite 1212, Chicago, IL",Chicago,41.88841,-87.63545,https://www.theimpactengine.com/
343,Energy Efficiency,Engineering,Professional Services,InBalance Buildings,"430 N Michigan Ave Suite 2, Chicago, IL 60611",Chicago,41.890336,-87.624701,https://inbalancebuildings.com/
344,Finance,Utility/Grid,Construction,"Indeck Energy Services, Inc.","600 N Buffalo Grove Rd Ste 300, Buffalo Grove, IL 60089",Buffalo Grove,42.164797,-87.96614,https://www.indeckenergy.com/
345,Coal,Manufacturing,,Indiana Harbor Cokemaking Operations,"3210 Watling St, East Chicago, IN 46312",East Chicago,41.954391,-87.48626,https://usa.arcelormittal.com/our-operations/cokemaking
346,Consulting,Engineering,Biofuels,"Indigenous Energy, LLC","115 N Oak Park Ave Suite 203, Oak park, IL 60301",Oak park,41.887865,-87.79472,https://www.indigenous-energy.com/renewable%20energy.html
347,Security/Cybersecurity,Marketing,Engineering,Infosys,"2300 Cabot Dr Suite 575, Lisle, IL 60532",Lisle,41.810436,-88.097953,https://www.infosys.com/
348,Consulting,Utility/Grid,Energy Systems/Management,Inova Energy Group,"4444 N Damen Ave, Chicago, IL 60625",Chicago,41.96289,-87.679023,https://www.inovaenergygroup.com/
349,Consulting,Construction,Professional Services,"Insight Property Services, Inc.","115 E Ogden Ave suite 117, Naperville, IL 60563",Naperville,41.786802,-88.146435,https://www.insightpsinc.com/
350,IoT/IIoT,Utility/Grid,Solar,Intelligent Generation,"100 N Riverside Plz Suite 1670, Chicago, IL 60606",Chicago,41.884135,-87.638843,https://intelgen.com/
351,Finance,Oil and Gas,,"Intercontential Exchange, Inc.","353 N Clark St Suite 3100, Chicago, Il 60654",Chicago,41.888918,-87.630123,https://www.theice.com/otc-energy
352,Construction,Utility/Grid,Environmental Remediation,"INTREN, LLC","18202 W Union Rd, Union, IL 60180",Union,42.234386,-88.552453,https://www.intren.com/
353,Wind,Storage,,Invenergy LLC,"1 S Wacker Dr, Chicago, IL 60606",Chicago,41.88152,-87.635987,https://invenergyllc.com/
354,Wind,Energy Efficiency,Storage,"Invenergy, LLC","1 S Wacker Dr, Chicago, IL 60606",Chicago,41.88152,-87.635987,https://invenergyllc.com/
355,Storage,Manufacturing,Engineering,Inventus Power,"1200 Internationale Pkwy, Woodridge, IL 60517",Woodridge,41.697088,-88.01213,https://inventuspower.com/
356,Finance,Professional Services,Generation/Transmission,"Ironclad Energy Partners, LLC","500 Waters Edge Suite 320, Lombard, IL 60148",Lombard,41.851843,-88.027178,https://ironclad-energy.com/
357,Thermal Energy ,Professional Services,Energy Efficiency,J&R Herra Geothermal,"11944 Ehlers Rd, Elburn, IL 60119",Elburn,41.805676,-88.604724,http://www.jrherrageothermal.com/Chicago-Geothermal.html
358,Environmental Remediation,Consulting,Wave/Water/Hydro,Jacobs,"525 W Monroe St Suite 1600, Chicago, IL 60661",Chicago,41.88033,-87.640346,https://www.jacobs.com/capabilities/environmental
359,Law,Evaluation/Compliance,,Jenner & Block,"353 N Clark St, Chicago, IL 60654-3456",Chicago,41.888716,-87.630161,https://jenner.com/practices/114
360,Nuclear,Security/Cybersecurity,Consulting,Jensen Hughes,"600 W Fulton St Suite 500, Chicago, IL 60661",Chicago,41.887096,-87.643232,https://www.jensenhughes.com/industries/power
361,Consulting,Professional Services,,"JMS Environmental Associates, Ltd.","816 Burr Oak Dr, Westmont, IL 60559",Westmont,41.815034,-87.973648,http://www.jmsenviro.com/
362,Consulting,Wave/Water/Hydro,Professional Services,John A. Raber & Associates,"4314 W Crystal Lake Rd, McHenry, IL 60050",McHenry,42.340883,-88.28451,https://www.johnraber.com/
363,Oil and Gas,Wave/Water/Hydro,Professional Services,John Crane,"227 W Monroe St Suite 1800, Chicago, IL 60606 ",Chicago,41.88026,-87.634682,https://www.johncrane.com/industries/oil-gas
364,Solar,Materials,Manufacturing,Johnson Bros. Metal Forming Co.,"5744 McDermott Dr, Berkeley, IL 60163",Berkeley,41.893424,-87.910955,https://www.johnsonrollforming.com/Solar-Panel-Frames.htm
365,Security/Cybersecurity,Professional Services,,Johnson Controls,"101 N Wacker Dr, Chicago, IL 60606",Chicago,41.883567,-87.636461,https://www.tycois.com/
366,Academia/Research,Enabling Technologies/Components,Storage,Joint Center for Energy Storage Research,"9700 S Cass Ave, Lemont, IL 60439",Lemont,41.71298,-87.960781,https://www.jcesr.org/
367,Consulting,Professional Services,Finance,"Jones Lang LaSalle IP, Inc.","200 E Randolph Dr, Chicago, IL 60601",Chicago,41.885283,-87.621512,https://www.us.jll.com/en/industries/energy
368,Consulting,Engineering,Professional Services,K-Plus Engineering Services,"15 Spinning Wheel Rd Suite 320, Hinsdale, IL 60521",Hinsdale,41.820867,-87.919025,http://www.kplus.us/services/environmental_engineering.aspx
369,Circular Economy,Professional Services,Construction,"K. Hoving Recycling & Disposal, Inc.","3N551 Powis Rd, West Chicago, IL 60185",West Chicago,41.923726,-88.237531,https://www.khoving.com/
370,Solar,Professional Services,,"Kapital Electric, Inc.","1240 Mark St, Bensenville, IL 60106",Bensenville,41.988868,-87.961668,https://www.kapitalelectric.com/
371,Law,,,Katten Muchin Rosenman LLP,"525 W Monroe St, Chicago, IL 60661",Chicago,41.88033,-87.640346,https://www.kattenlaw.com/energy
372,Security/Cybersecurity,,,"Keeper Security, Inc.","850 W Jackson Blvd Suite 500, Chicago, IL 60607",Chicago,41.878047,-87.649296,https://keepersecurity.com/
373,Oil and Gas,Marketing,Materials,Keller Heartt Oil,"4411 S Tripp Ave, Chicago, IL 60632",Chicago,41.813111,-87.729499,https://www.kellerheartt.com/
374,Oil and Gas,Marketing,,"Ken's Oil Service, Inc.","703 N Center St, Forrest, IL 61741",Forrest,40.75606,-88.410356,https://www.kensoilservice.net/
375,Consulting,Energy Systems/Management,Energy Efficiency,KenJiva Energy Systems LLC,"3440 S Dearborn St, Chicago, IL 60616",Chicago,41.832178,-87.62832,https://kenjiva.net/
376,Security/Cybersecurity,Academia/Research,,Kenna Security,"800 W Washington Blvd, Chicago, IL 60607",Chicago,41.883347,-87.647616,https://www.kennasecurity.com/
377,Enabling Technologies/Components,Construction,Professional Services,Keystone Electric,"1443 Lahon St, Park Ridge, IL 60068",Park Ridge,42.021942,-87.845194,
378,Law,Construction,Oil and Gas,Kirkland & Ellis LLP,"300 N LaSalle, Chicago, IL 60654",Chicago,41.888099,-87.632742,https://www.kirkland.com/services/practices/transactional/energy-and-infrastructure
379,Construction,Construction,Evaluation/Compliance,"KS Energy Services, LLC","301 Arthur Ave, Mt. Prospect, IL 60056",Mt. Prospect,41.948199,-87.889185,https://ksenergy.us/
380,Architecture/Design,Solar,,Kuma Energy,"850 W Jackson St, Chicago, IL 60607",Chicago,41.878155,-87.649205,https://kumaenergy.com/
381,Oil and Gas,,,L.J. Keefe Co.,"704 W Central Rd, Mt. Prospect, IL 60056",Mt. Prospect,42.066595,-87.946894,http://www.ljkeefeco.com/
382,Enabling Technologies/Components,Storage,Manufacturing,La Marche Manufacturing Company,"106 Bradrock Dr, Des Plaines, IL 60018",Des Plaines,42.021078,-87.916553,https://www.lamarchemfg.com/
383,Coal,,,Lafayette Coal Company,"15 Salt Creek Ln, Hinsdale, IL 60521",Hinsdale,41.820905,-87.920707,
384,Environmental Remediation,,,Lake Bluff Open Lands Association,"250 Rockland Rd, Lake Bluff, IL 60044",Lake Bluff,42.643235,-87.931857,http://www.lbola.org/
385,Environmental Remediation,,,Lake Forest Open Lands Association,"350 N Waukegan Rd, Lake Forest, IL 60045",Lake Forest,42.245386,-87.876842,http://www.lfola.org/
386,Oil and Gas,Finance,Construction,Lake Shore Petroleum LLC,"10 E 22nd St Suite 210, Lombard, IL 60148",Lombard,41.846006,-88.015166,http://www.lspetroleum.com/
387,Finance,Biofuels,Circular Economy,Lakeview Energy LLC,"300 W Adams St, Chicago, IL 60606",Chicago,41.87948,-87.635666,https://www.lakeviewenergyllc.com/
388,Biofuels,Manufacturing,,LanzaTech,"8045 Lamon Ave Suite 400, Skokie, IL 60077",Skokie,42.027973,-87.749499,https://www.lanzatech.com/
389,Law,,,Latham & Watkins LLP,"330 N Wabash Ave Suite 2800, Chicago, IL 60611",Chicago,41.88863,-87.627499,https://www.lw.com/
390,Law,,,Law Offices of Shell J. Bleiweiss,"203 N LaSalle St Suite 2100, Chicago, IL 60601",Chicago,41.886139,-87.631541,https://shell-bleiweiss.com/
391,Enabling Technologies/Components,Oil and Gas,,Leahy-Wolf Company,"1724 Armitage Ct, Addison, IL 60101",Addison,41.915045,-88.02943,http://www.leahywolf.com/
392,Consulting,Nuclear,Engineering,"LeBlond & Associates, LLC","424 Ridgewood Ln, Libertyville, IL 60048",Libertyville,42.286747,-87.977617,http://www.leblondassociates.com/
393,Oil and Gas,Generation/Transmission,,Lee County Generating Station,"1674 Red Brick Rd, Dixon, IL, 51021",Dixon,41.827135,-89.41978,https://www.naes.com/locations/lee-county-generating-station/
394,Wind,Oil and Gas,Manufacturing,Leeco Steel,"1011 Warrenville Rd, Lisle, IL 60532",Lisle,41.807116,-88.074273,https://www.leecosteel.com/
395,Wind,Generation/Transmission,,"Leeward Renewable Energy, LLC","2612 Shady Oaks Rd, West Brooklyn, IL 61378",West Brooklyn,41.671854,-89.127344,https://www.leewardenergy.com/
396,Solar,Engineering,Energy Efficiency,Leidos,"200 N LaSalle Blvd Suite 700, Chicago, IL 60601",Chicago,41.886056,-87.633023,https://www.leidos.com/ 
397,Insurance,,,Liberty Mutual Insurance,"2815 Forbs Ave Suite 200, Hoffman Estates, IL 60192",Hoffman Estates,42.072683,-88.197212,www.libertymutualgroup.com
398,Circular Economy,,,"Liberty Waste & Recycling Services, Inc.","24821 N Gilmer Rd, Mundelein, IL 60060-9452",Mundelein,42.228056,-88.034049,https://libertywaste.com/
399,Finance,Utility/Grid,Consulting,Lincoln Energy Group LLC,"121 W Wacker Dr Suite 1440, Chicago, IL 60601",Chicago,41.886671,-87.632017,http://www.lincolnenergygroup.com/
400,Environmental Remediation,,,Lincoln Park Conservancy,"2000 N Racine Ave Suite 4800, Chicago, IL 60614",Chicago,41.918231,-87.658446,http://lincolnparkconservancy.org/
401,Oil and Gas,Engineering,,Linde PLC,"7309 Hamilton Ave, WIllowbrook, IL 60527",WIllowbrook,41.756043,-87.92151,https://www.linde.com/en
402,Environmental Remediation,Oil and Gas,Wave/Water/Hydro,Liquid Environmental Solutions,"12123 S Stony Island Ave, Chicago, IL 60633",Chicago,41.674008,-87.574065,https://www.liquidenviro.com/
403,Enabling Technologies/Components,Materials,Professional Services,"Littelfuse, Inc.","8755 W Higgins Rd, Chicago, IL 60631",Chicago,41.986478,-87.845267,https://www.littelfuse.com/ 
404,Environmental Remediation,Policy,,Little Village Environmental Justice Organization,"2445 S Spaulding Ave, Chicago, IL 60623",Chicago,41.846756,-87.707291,http://www.lvejo.org/ 
405,Circular Economy,Construction,,"Loop Paper Recycling, Inc.","2401 S Laflin St, Chicago, IL 60608",Chicago,41.848093,-87.662981,http://www.recyclingit.com/
406,Consulting,Finance,Professional Services,"LowerElectric, LLC","1307 N Shermer Rd, Northbrook, IL",Northbrook,42.129593,-87.825323,www.lowerelectric.com
407,Academia/Research,,,"Loyola Univeristy, Institute of Environmental Sustainability ","1032 W Sheridan Rd, Chicago, IL 60660",Chicago,41.998644,-87.657844,https://www.luc.edu/sustainability/
408,Academia/Research,,,"Loyola University, Environmental Law Society","25 E Pearson St, Chicago, IL 60611",Chicago,41.897276,-87.627115,https://www.luc.edu/law/studentlife/organizations/environmental.html
409,Architecture/Design,Evaluation/Compliance,Consulting,LTLB Envirotecture,"238 E Bailey Rd Unit L, Naperville, IL  60565",Naperville,41.738316,-88.123713,www.LTLBenv.com
410,Consulting,Finance,Marketing,Lucas Group,"230 W Monroe St Suite 850, Chicago, IL 60606",Chicago,41.881069,-87.634871,https://www.lucasgroup.com/
411,Oil and Gas,Professional Services,,Lucky's Energy Service Inc.,"16N012 High Ridge Ln, Hampshire, IL 60140",Hampshire,42.096109,-88.407553,www.luckysenergy.com
412,Solar,Storage,Lighting,LuminAID,"320 W Ohio Suite 3W, Chicago, IL 60654",Chicago,41.892544,-87.636755,http://www.luminaidlab.com/
413,Professional Services,Construction,Architecture/Design,Lyons-Pinner Electric Companies,"650 E Elm Ave, La Grange, IL 60525",La Grange,41.81035,-87.861659,http://www.lyonspinner.com/
414,Solar,Wind,Professional Services,Magitek Energy Solutions Inc.,"2408 Dakota Ridge, Johnsburg, IL 60051",Johnsburg,42.411287,-88.244711,https://magitekenergy.com/
415,Nuclear,Oil and Gas,Professional Services,Magnetrol,"705 Enterprise St, Aurora, IL 60504-8149",Aurora,41.769685,-88.225122,https://www.magnetrol.com/en
416,Circular Economy,Oil and Gas,Professional Services,Mahoney Environmental,"712 Essington Rd, Joliet, IL 60435",Joliet,41.534976,-88.159844,https://www.mahoneyes.com/
417,Solar,Finance,,Mainstay Energy,"161 E Chicago Ave Suite 41B, Chicago, IL 60611",Chicago,41.896416,-87.623384,http://www.mainstayenergy.com/
418,Wind,Solar,,Mainstream Renewable Power,"190 S LaSalle St, Chicago, IL 60603",Chicago,41.879788,-87.63279,https://www.mainstreamrp.com/
419,Oil and Gas,Engineering,Professional Services,Mansfield Energy Corp.,"4801 S Harlem Ave, Forest View, IL 60402",Forest View,41.804939,-87.801899,https://mansfield.energy/
420,Oil and Gas,Professional Services,,Marathon Petroleum Corporation,"72 Kimball St, Elgin, IL 60120",Elgin,42.042098,-88.285935,www.marathonpetroleum.com
421,Energy Efficiency,Utility/Grid,Construction,Maron Electric Company,"328 S Jefferson St Suite 920, Chicago, IL 60661",Chicago,41.877298,-87.642726,https://www.maronelectric.com/
422,Law,Finance,Policy,Mayer Brown LLP,"71 S Wacker Dr, Chicago, IL 60606",Chicago,41.880899,-87.635987,https://www.mayerbrown.com/en
423,Utility/Grid,Professional Services,,"MC Squared Energy Services, LLC","2 N Riverside Plz Suite 1350, Chicago, IL 60606",Chicago,41.884783,-87.639227,https://www.mc2energyservices.com/
424,Utility/Grid,Professional Services,,"MC Squared Energy Services, LLC","175 W Jackson Blvd Suite 240, Chicago, IL 60604",Chicago,41.877873,-87.6332,https://www.mc2energyservices.com/
425,Oil and Gas,Wave/Water/Hydro,Engineering,McDermott,"14105 S Route 59, Plainfield, IL 60544",Plainfield,41.62564,-88.201139,https://www.mcdermott.com
426,Law,,,Mcdermott Will & Emery,"444 W Lake St, Chicago, IL 60606-0029",Chicago,41.886243,-87.639536,https://www.mwe.com/industries/energy/
427,Environmental Remediation,Professional Services,,McDonagh Demolition,"7243 W Touhy Ave, Chicago, IL 60631",Chicago,42.011475,-87.808375,http://www.mcdonaghdemo.com/services/environmental-remediation/
428,Built Environment,Professional Services,Consulting,"McGuire Engineers, Inc.","300 S Riverside Plz, Chicago, IL",Chicago,41.87758,-87.638571,www.mepcinc.com
429,Consulting,Utility/Grid,,McKinsey & Company,"300 E Randolph St Suite 3100, Chicago, IL 60601",Chicago,41.884911,-87.619948,https://www.mckinsey.com/industries/electric-power-and-natural-gas/how-we-help-clients
430,IoT/IIoT,Mobility as a Service,Oil and Gas,"McMahon Transport Group, LLC","14715 New Ave, Lockport, IL 60441",Lockport,41.618336,-88.049871,www.mcmahontransport.com 
431,Evaluation/Compliance,Oil and Gas,,"McNDT Pipeline, Ltd.","24154 S Northern Illinois Dr, Channahon, IL 60410",Channahon,41.443803,-88.202972,https://www.mcndt.com/
432,Construction,Engineering,Professional Services,Meade Inc.,"6850 W 62nd St, Chicago, IL 60638",Chicago,41.780226,-87.793253,http://meade100.com/
433,Consulting,Engineering,Professional Services,MEP Engineering Services,"222 Merchandise Mart Plz, Chicago, IL 60654",Chicago,41.888821,-87.635524,https://www.ny-engineers.com/about/locations/chicago
434,Finance,Professional Services,Oil and Gas,"Mercuria Energy Trading, Inc.","311 S Wacker Dr Ste 1700, Chicago, IL 60606",Chicago,41.877439,-87.635642,http://www.mercuria.com/
435,Wave/Water/Hydro,Consulting,,Metropolitan Water Reclamation District of Greater Chicago,"100 E Erie St, Chicago, IL 60611",Chicago,41.89438,-87.625167,https://mwrd.org/
436,Accelerator/Incubator,Manufacturing,Enabling Technologies/Components,mHUB,"965 W Chicago Ave, Chicago, IL 60642",Chicago,41.895882,-87.652101,https://mhubchicago.com/
437,Coal,,,Mid-Continent Coal and Coke Co,"2646 Highway Ave Suite 207, Highland, Indiana 46322",Highland,41.555429,-87.464559,http://www.midcontinentcoke.com/
438,Generation/Transmission,Energy Systems/Management,,"MidAmerican Energy Services, LLC","901 Ridgeway Ave, Aurora, IL 60506",Aurora,41.751031,-88.337253,https://www.midamericanenergyservices.com
439,Energy Efficiency,Utility/Grid,Consulting,"MidAmerican Energy Services, LLC","14486 John Humphrey Dr, Orland Park, IL 60462",Orland Park,41.626614,-87.851369,https://www.midamericanenergyservices.com/
440,Enabling Technologies/Components,Manufacturing,,"Midco International, Inc.","4140 W Victoria St, Chicago, IL 60646",Chicago,41.98548,-87.732505,http://www.midcointernational.com/
441,Policy,Energy Efficiency,Finance,Midwest Energy Efficiency Alliance,"20 N Wacker Dr, Chicago, IL 60606",Chicago,41.882608,-87.637261,https://www.mwalliance.org/
442,Energy Systems/Management,Consulting,,Midwest Energy Inc.,"559 S Frontage Rd, Burr Ridge, IL 60527",Burr Ridge,41.734782,-87.943237,http://midwestenergyinc.com/energy-services/
443,Generation/Transmission,Coal,,"Midwest Generation, LLC","440 S LaSalle St Suite 3500, Chicago, IL 60605-5024",Chicago,41.87622,-87.631802,http://midwest-generation.com.yeslab.org/
444,Oil and Gas,Engineering,Energy Efficiency,"Midwest LFG Solutions, LLC","180 N LaSalle St Ste 3300, Chicago, IL 60601",Chicago,41.885487,-87.632906,www.midwestlfg.com
445,Energy Efficiency,Energy Systems/Management,Professional Services,Midwest Mechanical,"801 Parkview Blvd, Lombard, IL 60148",Lombard,41.869258,-88.033748,http://www.midwestmech.com/hvac-services/overview.asp
446,Oil and Gas,Finance,Construction,Midwest Oil Inc.,"9739 W Irving Park Rd, Schiller Park, IL 60176",Schiller Park,41.955152,-87.870377,http://midwest-oil.com/
447,Solar,Energy Efficiency,Professional Services,Millennium Solar Electric,"12900 S Throop St, Calumet Park, IL 60827",Calumet Park,41.657891,-87.653951,http://millenniumsolarelectric.com/
448,Insurance,,,Mirella Vargas Agent,"3210 W 55th St, Chicago, IL 60632-2614",Chicago,41.793817,-87.704047,https://agent.amfam.com/mirella-vargas/il/chicago/3210-w-55th-st/
449,Utility/Grid,Generation/Transmission,Professional Services,"MJ Electric, LLC","1200 Roosevelt Rd Suite 400, Glen Ellyn, IL 60137",Glen Ellyn,41.860394,-88.030271,https://www.mjelectric.com/
450,Oil and Gas,Biofuels,Professional Services,Mohr Oil Co.,"7340 W Harrison St, Forest Park, IL 60130",Forest Park,41.871951,-87.808951,https://www.mohroil.com/
451,Generation/Transmission,Oil and Gas,,Morris Cogeneration Facility,"8805 Tabler Rd, Morris, IL 60450",Morris,41.413372,-88.329215,https://www.atlanticpower.com/assets/projects/morris
452,Enabling Technologies/Components,Materials,,"Motion Industries, Inc.","Wheeling Branch Il33 222 Marquardt Dr, Wheeling, IL 60090",Wheeling,42.116657,-87.910457,https://www.motionindustries.com
453,Solar,Professional Services,,MOXIE Solar,"2101 W Carroll AveSuite 100, Chicago, IL 60612",Chicago,41.88736,-87.679653,https://moxiesolar.com/
454,Consulting,Oil and Gas,,MPH Innovative Ltd,"6425 Clarendon Hills Rd, WIllowbrook, IL 60527",WIllowbrook,41.771935,-87.953008,http://www.mph-ltd.com/
455,Professional Services,Construction,Energy Efficiency,Mr. Mighty Electric,"1913 W 21st, Chicago, IL 60608",Chicago,41.853884,-87.67404,http://mrmightyelectric.com/
456,Oil and Gas,Utility/Grid,,Multiut Corporation,"7514 N Skokie Blvd Suite 1, Skokie, IL 60077",Skokie,42.017681,-87.748051,http://www.multiut.com/
457,Nuclear,Academia/Research,Engineering,"Muons, Inc.","552 N Batavia Ave, Batavia, IL 60510",Batavia,41.858337,-88.312598,http://public.muonsinc.com/
458,Academia/Research,Manufacturing,Security/Cybersecurity,MxD USA,"1415 N Cherry Ave, Chicago, IL 60642",Chicago,41.907025,-87.653788,https://mxdusa.org/
459,Utility/Grid,Construction,Professional Services,"MZI Group, Inc.","1937 W Fulton St, Chicago, IL 60612",Chicago,41.886573,-87.675816,http://www.mzigroup.com/
460,IoT/IIoT,Wave/Water/Hydro,Circular Economy,Nalco Water,"6233 W 65th St, Chicago, IL 60638",Chicago,41.773786,-87.777329,https://www.ecolab.com/nalco-water
461,Consulting,Utility/Grid,Energy Systems/Management,Nania Energy,"4200 Cantera Dr Suite 219, Warrenville, IL 60555",Warrenville,41.81098,-88.158228,https://naniaenergy.com/
462,Storage,Materials,Enabling Technologies/Components,NanoGraf Corporation,"3440 S Dearborn St, Chicago, IL 60616",Chicago,41.83217,-87.628283,https://nanograf.com/
463,Enabling Technologies/Components,Storage,,NanoGraf Corporation,"3440 S Dearborn St Suite 113N, Chicago, IL 60616",Chicago,41.83217,-87.628283,https://nanograf.com/
464,Policy,,,National Advisory Council for Environmental Policy and Technology,"200 E Randolph Dr suite 6907, Chicago, IL",Chicago,41.885289,-87.621513,https://www.federalregister.gov/documents/2019/07/12/2019-14883/national-advisory-council-for-environmental-policy-and-technology
465,Environmental Remediation,,,National Resource Defense Council,"20 N Wacker Dr, Chicago, IL 60606",Chicago,41.882608,-87.637261,https://www.nrdc.org/
466,Finance,Consulting,Marketing,National1 Energy,"36 W Randolph St Suite 500, Chicago, IL 60601",Chicago,41.884704,-87.629247,http://national1energy.com/
