idx,tax1,tax2,tax3,company,address,city,lat,lng,website
467,Oil and Gas,Professional Services,,Natural Gas Pipeline Company of America LLC,"8500 W 68th St, Argo, IL 60501",Argo,41.766511,-87.8291,https://www.kindermorgan.com/pages/business/gas_pipelines/central/NGPL/
468,Energy Efficiency,Utility/Grid,Consulting,Navigate Power LLC,"2211 N Elston Suite 208, Chicago, IL 60614",Chicago,41.922094,-87.672367,https://navigatepower.com/
469,Storage,Academia/Research,Enabling Technologies/Components,"Navitas Systems, LLC","1200 Internationale Pkwy, Woodridge, IL 60517",Woodridge,41.697461,-88.012087,https://www.navitassys.com/
470,Construction,Evaluation/Compliance,Energy Efficiency,"Neighborhood Housing Services of Chicago, Inc.","1279 N Milwaukee Ave Floor 4, Chicago, IL 60622",Chicago,41.905103,-87.668904,https://www.nhschicago.org/fix/construction-services/
471,Construction,Lighting,Engineering,Nesko Electric Company,"3111 26th Ave, Broadview, IL 60155",Broadview,41.846692,-87.862983,https://www.nesko.com/
472,Storage,Thermal Energy,,NETenergy,"1452 E 53rd St, Chicago, IL 60615, US",Chicago,41.799734,-87.589718,http://www.netenergytes.com/
473,Mobility as a Service,Enabling Technologies/Components,,"NetGain Motors, Inc.","800 S State St, Lockport, IL 60441",Lockport,41.589847,-88.056746,https://www.go-ev.com/
474,Security/Cybersecurity,Evaluation/Compliance,,Network Perception,"20 N Wacker Dr Suite 1200, Chicago, IL 60606",Chicago,41.882624,-87.637272,https://www.network-perception.com/
475,Generation/Transmission,,,"New Energy Innovations, Inc.","2675 Pratum Ave, Hoffman Estates, IL 60192",Hoffman Estates,42.072756,-88.211537,http://newenergyinnovations.com/
476,Utility/Grid,Energy Efficiency,,"New Generation Power, Inc.","200 E Randolph St Suite 7950, Chicago, IL 60601",Chicago,41.885283,-87.621512,www.newgenpower.com
477,Utility/Grid,Consulting,Utility/Grid,Nexant Inc.,"32 E First St Unit 203, Hinsdale, IL, 60521",Hinsdale,41.801387,-87.927782,https://www.nexant.com/ 
478,IoT/IIoT,Built Environment,Marketing,"Nextech Energy Systems, LLC","1165 N Clark St, Chicago, IL",Chicago,41.90363,-87.631169,https://shop.nextechenergy.com/
479,Security/Cybersecurity,,,Nexum Inc.,"190 S LaSalle St Suite 1450, Chicago, IL 60603",Chicago,41.879788,-87.63279,https://www.nexuminc.com/
480,Oil and Gas,Professional Services,,Nicor Enerchange,"3333 Warrenville Rd Suite 300, Lisle, IL 60532",Lisle,41.807507,-88.115523,http://www.nicorenerchange.com/
481,Oil and Gas,Professional Services,,Nicor Gas,"615 Eastern Ave, Bellwood, IL 60104",Bellwood,41.880666,-87.872637,https://www.nicorgas.com/
482,Finance,Oil and Gas,Professional Services,Nicor Gas,"1844 W Ferry Rd, Naperville, IL 60563",Naperville,41.805396,-88.198477,https://www.nicorgas.com/
483,Oil and Gas,Finance,Professional Services,Noil Petroleum Corporation,"110 W Kinzie St, Chicago, IL 60654",Chicago,41.889433,-87.631613,https://www.noilcorp.com/
484,Wind,Manufacturing,,Nordex USA,"300 S Wacker Dr Suite 1500, Chicago, IL 60606",Chicago,41.877627,-87.637107,http://www.nordex-online.com/en
485,Utility/Grid,Oil and Gas,Professional Services,Nordic Energy Services LLC,"1 Tower Ln Suite 300, Oakbrook Terrace, IL 60181",Oakbrook Terrace,41.85826,-87.954553,http://www.nordicenergy-us.com/
486,Energy Efficiency,Consulting,Engineering,NORESCO,"2800 S River Rd, Des Plaines, IL 60018",Des Plaines,42.002631,-87.865264,https://www.noresco.com/
487,Environmental Remediation,Circular Economy,Professional Services,North American Dismantling Corp.,"384 Lake Nepessing Rd, Lapeer, Michigan 48446",Lapeer,43.036322,-83.363506,https://nadc1.com/
488,Oil and Gas,Finance,Professional Services,North Shore Gas,"200 E Randolph St, Chicago, IL 60601-6302 ",Chicago,41.885275,-87.621512,https://accel.northshoregasdelivery.com/
489,Wave/Water/Hydro,,,North Shore Water Reclamation District,"14770 William Koepsel Dr, Gurnee, IL 60031",Gurnee,42.357432,-87.919901,http://www.northshoresanitary.org/
490,Academia/Research,,,"Northern Illinois University, Institute for the Study of Environment, Sustainability and Energy","325 Montgomery Hall, DeKalb, IL 60115",DeKalb,41.931694,-88.763604,https://www.niu.edu/ese/index.shtml
491,Academia/Research,,,"Northern Illinois University, Northern Illinois Center for Community Sustainability","1425 W Lincoln Hwy, DeKalb, IL 60115",DeKalb,41.933976,-88.779854,https://www.niu.edu/niccs/
492,Enabling Technologies/Components,Marketing,Professional Services,Northwest Electric Motor Company,"3917 25th Ave, Schiller Park, IL 60176",Schiller Park,41.949588,-87.867764,http://northwestmotor.com/
493,Academia/Research,,,Northwestern Energy & Sustainability Consortium,"2145 Sheridan Rd, Evanston, IL 60208",Evanston,42.057838,-87.676157,http://nesc.northwestern.edu/
494,Academia/Research,,,"Northwestern University, Energy and Resource Systems Analysis Laboratory","2145 Sheridan Rd E127, Evanston, IL 60208-3100",Evanston,42.057822,-87.676146,http://ersal.mccormick.northwestern.edu/ 
495,Academia/Research,,,"Northwestern University, Engineers for a Sustainable World","2145 Sheridan Rd, Evanston, IL 60208",Evanston,42.057838,-87.676157,https://northwestern.campuslabs.com/engage/organization/ESW
496,Academia/Research,,,"Northwestern University, Institute for Sustainability and Energy","2145 Sheridan Rd, Evanston, IL 60208",Evanston,42.057838,-87.676157,http://www.isen.northwestern.edu/
497,Academia/Research,,,"Northwestern University, Program in Environmental Policy and Culture","2145 Sheridan Rd, Evanston, IL 60208",Evanston,42.057838,-87.676157,https://www.epc.northwestern.edu/
498,Academia/Research,,,"Northwestern University, Students for Ecological and Environmental Development","2145 Sheridan Rd, Evanston, IL 60208",Evanston,42.057838,-87.676157,https://northwestern.campuslabs.com/engage/organization/seed
499,Academia/Research,,,"Northwestern University, SustainNU","2020 Ridge Ave Suite 200, Evanston, IL 60208",Evanston,42.054534,-87.687445,https://www.northwestern.edu/sustainability/
500,Security/Cybersecurity,Media,,NowSecure,"141 W Jackson Blvd Suite 2100, Chicago, IL 60604",Chicago,41.878039,-87.632412,https://www.nowsecure.com/
501,Wind,Manufacturing,,NTN Bearing Corporation,"9515 Winona Ave, Schiller Park, IL 60176",Schiller Park,41.970993,-87.865563,http://www.ntnamericas.com/en/
502,Nuclear,Policy,,Nuclear Energy Information Service,"3411 W Diversey Ave, Chicago, IL 60647",Chicago,41.931826,-87.712693,https://neis.org/
503,Media,Nuclear,Engineering,Nuclear Plant Journal,"3051 Oak Grove Rd Suite 107, Downers Grove, IL 60515",Downers Grove,41.832462,-88.021404,http://nuclearplantjournal.com/
504,Storage,Manufacturing,Engineering,NuMat Technologies,"4901 Searle Pkwy, Skokie, IL 60077",Skokie,42.0272,-87.749499,https://www.numat-tech.com/
505,Policy,Nuclear,Energy Efficiency,"Office of Adam Kinzinger (US House), Legislative Assistant for Energy","342 W Walnut, Watseka, IL 60970",Watseka,40.776782,-87.739776,https://kinzinger.house.gov/
506,Policy,Finance,Enabling Technologies/Components,"Office of Bill Foster (US House), Legaslative Assistant for Energy ","2711 E New York St Suite 204, Aurora, IL 60502",Aurora,41.758288,-88.249807,https://foster.house.gov/
507,Policy,,,"Office of Bobby Rush (US House), Legaslative Assistant for Energy ","11750 S Western Ave, Chicago, IL 60643-4732",Chicago,41.679389,-87.681196,https://rush.house.gov/
508,Policy,,,"Office of Bradley Schneider (US House), Legaslative Assistant for Energy ","100 N Martin Luther King Jr. Ave, Waukegan, IL 60085",Waukegan,42.360778,-87.834483,https://schneider.house.gov/
509,Policy,Mobility as a Service,,"Office of Daniel Lipinski (US House), Legaslative Assistant for Energy ","6245 S Archer Avenue, Chicago, IL 60638",Chicago,41.793226,-87.776076,https://lipinski.house.gov/#dialog
510,Policy,,,"Office of Jan Schakowsky (US House), Legaslative Assistant for Energy ","5533 N Broadway, Chicago, IL 60640",Chicago,41.982724,-87.659598,https://schakowsky.house.gov/
511,Policy,,,"Office of JB Pritzker (IL Governor), Legislative Laison for Department of Natural Resources","100 W Randolph 16-100, Chicago, IL 60601",Chicago,41.885213,-87.631818,https://www2.illinois.gov/sites/gov/about/Pages/Liaisons.aspx
512,Policy,,,"Office of Mike Quigley (US House), Legaslative Assistant for Energy ","3223 N Sheffield Ave, Chicago, IL 60657",Chicago,41.940725,-87.653858,https://quigley.house.gov/
513,Policy,,,"Office of Richard Durbin (US Senate), Legaslative Assistant for Energy ","230 S Dearborn St Suite 3892, Chicago, IL 60604",Chicago,41.878485,-87.629782,https://www.durbin.senate.gov/
514,Policy,,,Office of Robin Kelly (US House),"1000 E 111th St, Chicago, IL 60628",Chicago,41.694354,-87.599119,https://robinkelly.house.gov/
515,Policy,,,"Office of Tammy Duckworth (US Senate), Legaslative Assistant for Energy","230 S Dearborn St Suite 3900, Chicago, IL 60604",Chicago,41.878485,-87.629782,https://www.duckworth.senate.gov/
516,Consulting,Construction,Energy Systems/Management,Ogni Group,"140 E Commercial St suite 1, Wood Dale, IL 60191",Wood Dale,41.964507,-87.97709,https://www.ognigroup.com/
517,Energy Efficiency,Engineering,Utility/Grid,Ogni Group,"140 E Commercial St Suite 1, Wood Dale, IL 60191",Wood Dale,41.964312,-87.977103,www.ognigroup.com
518,Oil and Gas,Marketing,,Oil-Dri Corporation of America,"410 N Michigan Ave Suite 400, Chicago, IL 60611",Chicago,41.87662,-87.62449,https://www.oildri.com/
519,Generation/Transmission,Oil and Gas,Professional Services,Olson Service Company,"36 W Grand Ave, Fox Lake, IL 60020",Fox Lake,42.396867,-88.187406,http://www.olsonoil.com/
520,Oil and Gas,Storage,Manufacturing,Olympic Petroleum Corporation,"5000 W 41st St, Cicero, IL 60804",Cicero,41.817922,-87.745836,http://www.olympicoil.us/index.html
521,IoT/IIoT,Utility/Grid,,Omega Grid,"4422 N Ravenswood, Chicago, IL 60640",Chicago,41.962328,-87.674688,https://www.omegagrid.com/
522,Utility/Grid,,,"Omega Utility Solutions, LLC","57 Baseline Rd Unit B, Montgomery, IL 60538",Montgomery,41.723262,-88.367594,https://www.omega-utility.com/
523,Generation/Transmission,Oil and Gas,Storage,"ONEOK, Inc.","12850 Smith Rd, Lemont, IL 60439",Lemont,41.652579,-88.030515,http://www.oneok.com/
524,Security/Cybersecurity,,,OneSpan,"121 W Wacker Dr Suite 2050, Chicago, IL, 60601",Chicago,41.886756,-87.631805,https://www.vasco.com/
525,Security/Cybersecurity,,,onShore Security,"1407 W Chicago Ave, Chicago, IL 60642",Chicago,41.895999,-87.662739,https://www.onshore.com/
526,Environmental Remediation,,,Openlands,"25 E Washington St Suite 1650, Chicago, IL 60602",Chicago,41.883192,-87.626809,https://www.openlands.org/
527,Consulting,Energy Systems/Management,Marketing,"Optimal Facility Management Solutions, LLC","101 W Grand Ave Suite 325, Chicago, IL 60654",Chicago,41.89157,-87.63138,https://optimalfms.com/index.html
528,Consulting,Policy,Construction,Orbit Legal Consultants,"4256 N Ravenswood Ave, Chicago, IL 60613",Chicago,41.959535,-87.674655,https://orbitenergypa.com/
529,Wind,Solar,Storage,Orsted Onshore North America LLC,"401 N Michigan Ave suite 501, Chicago, IL 60611",Chicago,41.889633,-87.622935,https://lincoln-clean-energy.com/
530,Oil and Gas,Biofuels,Professional Services,OSCO Oil,"13351 Main St, Lemont, IL 60439 ",Lemont,41.689175,-87.939283,http://oscooil.com/
531,Oil and Gas,Biofuels,Professional Services,OSCO Oil," 1909 Addison Ct, Mt. Prospect, IL",Mt. Prospect,41.454951,-88.264824,http://oscooil.com/
532,Construction,Oil and Gas,Professional Services,"Ozinga Bros., Inc.","2255 S Lumber St, Chicago, IL 60616",Chicago,41.851154,-87.643051,https://energy.ozinga.com/
533,Construction,Lighting,Architecture/Design,"Palos Electric Co., Inc.","14030 S Kildare Ave, Crestwood, IL 60445",Crestwood,41.647503,-87.725928,http://paloselectric.com/
534,Storage,Academia/Research,Manufacturing,Panasonic Energy,"1701 Golf Rd suite 3-1200, Rolling Meadows, IL 60008",Rolling Meadows,42.049608,-87.999539,https://www.panasonic-batteries.com/en
535,Enabling Technologies/Components,Construction,IoT/IIoT,Panduit Corp.,"10500 W 167th St, Orland Park, IL 60467",Orland Park,41.588154,-87.874305,https://www.panduit.com/
536,Enabling Technologies/Components,Construction,IoT/IIoT,Panduit Corp.,"17301 Ridgeland Ave, Tinley Park, IL 60477",Tinley Park,41.577646,-87.770388,https://www.panduit.com/
537,Enabling Technologies/Components,Construction,IoT/IIoT,Panduit Corp.,"18900 Panduit Dr, Tinley Park, IL 60487",Tinley Park,41.548528,-87.809451,https://www.panduit.com/
538,Oil and Gas,Marketing,,"Parent Petroleum, Inc.","3340 W Main St, St. Charles, IL 60175",St. Charles,41.918126,-88.35683,https://www.parentpetroleum.com/
539,Architecture/Design,Professional Services,Consulting,"Partner Engineering and Science, Inc.","805 N Milwaukee Ave Unit 401C, Chicago, IL 60642",Chicago,41.896532,-87.655478,https://www.partneresi.com/
540,Enabling Technologies/Components,Materials,,"Parts and Electric Motors, Inc.","3917 N 25th Ave, Schiller Park, IL 60176",Schiller Park,41.949588,-87.867764,http://www.partsandelectricmotors.com/
541,Engineering,Consulting,Construction,Patrick Engineering Inc.,"55 E Monroe St Suite 3450, Chicago, IL 60603",Chicago,41.88056,-87.625536,https://www.patrickengineering.com/ 
542,Nuclear,Professional Services,Engineering,PCI Energy Services,"1 Energy Dr, Lake Bluff, IL 60044",Lake Bluff,42.282037,-87.899708,http://www.pci-energy.com/
543,Oil and Gas,Professional Services,,Peak Energy,"150 N Michigan Ave Floor 28, Chicago, IL 60601",Chicago,41.884782,-87.624961,http://peakoilgas.com/
544,Oil and Gas,Professional Services,,Peoples Gas,"200 E Randolph St, Chicago, IL 60601-6302",Chicago,41.885283,-87.621512,www.peoplesgasdelivery.com
545,Construction,Professional Services,Energy Efficiency,"Pernix Group, Inc.","151 E 22nd St, Lombard, IL 60148",Lombard,41.845152,-88.012421,http://www.pernixgroup.com/
546,Oil and Gas,,,PETCO Petroleum Corporation,"108 E Ogden Ave, Hinsdale, IL 60521",Hinsdale,41.81517,-87.927544,http://www.petcopetroleum.com/
547,Oil and Gas,Marketing,Professional Services,PetroLiance,"739 N State St, Elgin, IL 60123",Elgin,42.051808,-88.295527,http://www.petroliance.com/
548,Wave/Water/Hydro,Energy Efficiency,Professional Services,Phigenics LLC,"3S701 W Ave Suite 100, Warrenville, IL 60555",Warrenville,41.815377,-88.156445,https://info.phigenics.com/
549,Environmental Remediation,Consulting,Engineering,"Pioneer Engineering & Environmental Services, LLC ","2753 W 31st St, Chicago, IL 60608",Chicago,41.837055,-87.694568,http://www.pioneer-environmental-services.com/
550,Media,Mobility as a Service,,Plug-In Midwest,"35 E Wacker Dr Suite 1600, Chicago, IL  60601",Chicago,41.886648,-87.626817,http://www.pluginmidwest.org/about-elpc/
551,Consulting,Energy Systems/Management,Professional Services,"PM Environmental, Inc.","2545 W Diversey Ave Suite 210, Chicago, IL 60647",Chicago,41.93159,-87.692186,https://www.pmenv.com/
552,Wind,Professional Services,,"PNE USA, Inc.","150 N Michigan Ave, Chicago, IL 60601",Chicago,41.884782,-87.624961,https://www.pne-usa.com/
553,Thermal Energy ,Energy Systems/Management,Professional Services,Polar Heating & Air Conditioning,"13801 SW Hwy, Orland Park, IL 60462",Orland Park,41.64002,-87.849799,https://polarheatingandair.com/index.php/geothermal-heating-and-cooling/
554,Solar,Lighting,Professional Services,PolTech Electric,"3691 Winding Trail Ln, Hoffman Estates, IL 60192",Hoffman Estates,42.090603,-88.12523,https://www.poltechelectric.com/index.html
555,Generation/Transmission,Enabling Technologies/Components,,Powell Industries,"515 N Railroad Ave, Northlake, IL 60164",Northlake,41.919739,-87.909697,https://www.powellind.com/Default.aspx
556,Wind,Engineering,Construction,"Power Engineers Collaborative, LLC","100 S Wacker Dr, Chicago, IL 60606",Chicago,41.880312,-87.637529,http://www.pecllc.com/
557,IoT/IIoT,Finance,Marketing,Power Kiosk,"351 W Hubbard Suite 502, Chicago, IL 60654",Chicago,41.889805,-87.63756,https://powerkioskdirect.com/
558,Wave/Water/Hydro,Manufacturing,Professional Services,Power Plant Services,"3131 W Soffel Ave, Melrose Park, IL 60160",Melrose Park,41.90387,-87.872003,http://www.ppsvcs.com/contact-us/
559,Consulting,Utility/Grid,Energy Efficiency,Power Smart Pricing,"322 S Green St Suite 300, Chicago, IL 60607",Chicago,41.876991,-87.648764,https://www.powersmartpricing.org/contact/
560,Finance,,,PowerShares Capital Management LLC,"301 W Roosevelt Rd, Wheaton, IL 60187",Wheaton,41.859057,-88.11026,https://www.invesco.com/corporate
561,Circular Economy,,,"Prairieland Disposal & Recycling, Inc.","21988 N Pepper Rd, Lake Barrington, IL 60010",Lake Barrington,42.183253,-88.18551,https://www.prairielanddisposal.com/
562,Professional Services,Lighting,Construction,"Precision Electrical Services, Inc","1703 N 23rd Ave Suite 1, Melrose Park, IL 60160",Melrose Park,41.904394,-87.861511,
563,Circular Economy,Energy Efficiency,,Primary Energy,"2215 S York Rd, Oak Brook, IL 60523",Oak Brook,41.84657,-87.927655,https://www.primaryenergy.com/
564,Architecture/Design,Engineering,Consulting,Primera Engineers,"100 S Wacker Dr, Chicago, IL 60606",Chicago,41.880312,-87.637529,www.primeraeng.com
565,Architecture/Design,Engineering,Consulting,Primera Engineers,"650 Warrenville Rd Suite 200, Lisle, IL 60532",Lisle,41.809131,-88.063278,www.primeraeng.com
566,Energy Efficiency,Evaluation/Compliance,Professional Services,Priority Energy Solutions,"538 Busse Hwy, Park Ridge, IL 60068",Park Ridge,42.017462,-87.84404,https://www.priorityenergy.com/service-category/energy-efficiency-home-improvements
567,Utility/Grid,Manufacturing,Oil and Gas,Pro-Line Safety Products Company,"1099 Atlantic Dr Suite 1-2, West Chicago, IL 60185",West Chicago,41.903189,-88.216367,http://www.prolinesafety.com/
568,Consulting,Utility/Grid,Professional Services,Project Green Environmental Solutions,"1501 Circle Ave, Forest Park, IL 60130",Forest Park,41.859091,-87.808079,https://www.projectgreenenvironmentalsolutions.com/
569,Oil and Gas,Professional Services,,"Purified Lubricants, Inc.","9629 194th St, Mokena, IL 60448",Mokena,41.537403,-87.853111,https://purifiedlubricants.com/
570,Enabling Technologies/Components,Oil and Gas,Engineering,PyroPhase Inc.,"5000 S Cornell Ave, Chicago, IL, 60615",Chicago,41.804342,-87.586759,http://www.pyrophase.com/
571,Oil and Gas,Professional Services,,Quantum Energy Inc.,"218 N Jefferson St Suite 400, Chicago, IL 60661",Chicago,41.886405,-87.643006,https://quantum-e.com/
572,Law,Finance,,Quarles & Brady LLP,"300 N LaSalle St Suite 4000, Chicago, IL 60654",Chicago,41.888245,-87.633098,https://www.quarles.com/
573,Oil and Gas,Materials,,R.B. Wrobel Inc.,"5627 N Fairview, Norwood Park, IL 60631",Norwood Park,41.982425,-87.83405,http://www.candoitconduit.com/
574,Thermal Energy ,Energy Systems/Management,Professional Services,R.H. Witt,"2049 Johns Dr, Glenview, IL 60025",Glenview,42.093518,-87.813593,https://rhwitt.com/geothermal/
575,Wave/Water/Hydro,Professional Services,,R&R Septic & Sewer Services,"24451 W Black Rd, Shorewood, IL 60404",Shorewood,41.535738,-88.210808,https://www.randrseptic.net/
576,Enabling Technologies/Components,Oil and Gas,Solar,"Radco Industries, Inc.","700 Kingsland Dr, Batavia, IL 60510 USA",Batavia,41.857842,-88.286002,https://www.radcoind.com/solar/
577,Oil and Gas,Professional Services,,Raimonde Drilling Corporation,"777 W Factory Rd, Addison, IL",Addison,41.913222,-88.006969,http://www.raimonde-drilling.com/
578,Circular Economy,Enabling Technologies/Components,,"RDI, Inc.","4101 W 42nd Pl, Chicago, IL 60632",Chicago,41.815654,-87.727445,https://www.rdiscraprecycling.com/
579,Thermal Energy ,,,"RedWave Energy, Inc.","1041 Mackenzie Pl, Wheaton, IL 60187",Wheaton,41.886488,-88.091172,https://redwaveenergy.com/
580,Oil and Gas,Construction,Professional Services,RelaDyne LLC,"290 E Joe Orr Rd, Chicago Heights, IL 60411",Chicago Heights,41.515361,-87.625908,https://reladyne.com/
581,Oil and Gas,Construction,Professional Services,RelaDyne LLC,"1011 E Touhy Ave, Des Plaines, IL 60018",Des Plaines,42.007246,-87.895992,https://reladyne.com/
582,Oil and Gas,Construction,Professional Services,RelaDyne LLC,"2250 Arthur Ave, Elk Grove Village, IL 60007",Elk Grove Village,41.996482,-87.947878,https://reladyne.com/
583,Insurance,,,Reliance Standard,"1100 E Woodfield Rd Suite 437, Schaumburg, IL 60173",Schaumburg,42.04454,-88.052945,www.reliancestandard.com
584,Circular Economy,Professional Services,Construction,"Republic Services, Inc.","2351 S Laflin St, Chicago, IL 60608",Chicago,41.849554,-87.662796,https://www.republicservices.com/
585,Solar,Professional Services,,Rethink Electric,"850 N Central Ave, Wood Dale, IL 60191",Wood Dale,41.979129,-87.97314,https://rethinkelectric.com/
586,Enabling Technologies/Components,Materials,,Rexnord Corporation,"2324 Curtiss St, Downers Grove, IL 60515 USA",Downers Grove,41.793044,-88.041123,https://www.rexnord.com/home.aspx
587,Construction,Professional Services,Consulting,RidgeCP,"7253 W Touhy Ave, Chicago, IL 60631",Chicago,42.011444,-87.808763,https://ridgecp.com/
588,Coal,Materials,Marketing,RioTinto,"200 E Randolph Suite 7100, Chicago, IL 60601",Chicago,41.885294,-87.621525,https://www.riotinto.com/en
589,Security/Cybersecurity,,,Rippleshot,"227 W Monroe St Suite 5200, Chicago, IL, 60606",Chicago,41.880277,-87.634683,http://www.rippleshot.com/
590,Oil and Gas,Utility/Grid,Energy Efficiency,"RLD Resources, LLC","333 N Michigan Ave Suite 1810, Chicago, IL 60601",Chicago,41.887675,-87.62423,rldresources.com
591,Utility/Grid,Wave/Water/Hydro,,Rockwell Utilities,"201 Juniper Cir, Streamwood, IL 60107",Streamwood,42.029427,-88.15717,https://www.rockwellutilities.com/
592,Solar,Professional Services,Consulting,Rofa Solar,"28 E Jackson Blvd Suite 1009, Chicago, IL 60604",Chicago,41.87838,-87.626453,http://rofasolar.com/
593,Law,,,Rooney Rippie & Ratnaswamy LLP,"350 W Hubbard St Suite 600, Chicago, IL 60656",Chicago,41.890203,-87.637538,https://www.linkedin.com/company/rooney-rippie-&-ratnaswamy-llp/about/
594,Energy Efficiency,Energy Systems/Management,Engineering,Root3 Tech. Inc.,"18 S Michigan Ave, Chicago, IL 60603",Chicago,41.881488,-87.625001,http://www.root3tech.com/index.php
595,Wave/Water/Hydro,Professional Services,,Roto-Rooter,"1691 Town Center St, Aurora, IL 60504",Aurora,41.739991,-88.277394,https://www.rotorooter.com/plumbing/
596,Circular Economy,Professional Services,Construction,Roy Strom,"1201 Greenwood Ave, Maywood, IL 60153",Maywood,41.877017,-87.831106,https://www.roystrom.com/
597,Insurance,,,RRR LTD A LLC,"271 Market Sq, Lake Forest, IL 60045",Lake Forest,42.252058,-87.840504,
598,Solar,Finance,Professional Services,RxSun,"2211 N Elston Ave, Chicago, IL 60614",Chicago,41.922094,-87.672367,https://rxsun.com/
599,Utility/Grid,Engineering,Professional Services,S&C Electric Company,"6601 N Ridge Blvd, Chicago, IL 60626",Chicago,42.003026,-87.676572,https://www.sandc.com/en/
600,Insurance,,,Safeway Insurance Company,"790 Pasquinelli Dr, Westmont, IL 60559",Westmont,41.81482,-87.954469,https://www.safewayinsurance.com/default.aspx?Lang=EN
601,Enabling Technologies/Components,Manufacturing,,SAI Advanced Power Solutions,"11333 Addison Ave, Franklin Park,IL 60131",Franklin Park,41.94224,-87.908796,https://www.sai-aps.com/
602,Finance,Circular Economy,,Sandbox Industries,"1000 W Fulton Market Suite 213, Chicago, IL",Chicago,41.887099,-87.652655,https://www.sandboxindustries.com/
603,Utility/Grid,Oil and Gas,Professional Services,Santanna Energy Services,"425 Quadrangle Dr, Bolingbrook, IL 60440",Bolingbrook,41.687578,-88.075953,https://santannaenergyservices.com/
604,Architecture/Design,Professional Services,Construction,"Sargent & Lundy, LLC","55 E Monroe St, Chicago, IL 60603",Chicago,41.880554,-87.625536,https://sargentlundy.com/
605,Consulting,Marketing,Utility/Grid,Satori Energy,"300 S Wacker Dr Suite 800, Chicago, IL 60606",Chicago,41.877627,-87.637107,https://www.satorienergy.com/
606,Law,Evaluation/Compliance,,Saul Ewing Arnstein & Lehr LLP,"161 N Clark St Suite 4200, Chicago, IL 60601",Chicago,41.884865,-87.63067,https://www.saul.com/industries/energy
607,Consulting,Marketing,Energy Efficiency,Save Wave Energy,"455 N Cityfront Plz Dr, Chicago, IL 60611",Chicago,41.890205,-87.621028,https://www.savewaveenergy.com/
608,Law,,,Schiff Hardin LLP,"233 S Wacker Dr Suite 7100, Chicago, IL 60606",Chicago,41.878879,-87.635836,https://www.schiffhardin.com/
609,Storage,Manufacturing,Marketing,Schumacher Electric Corporation,"801 E Business Center Dr, Mt. Prospect, IL 60056",Mt. Prospect,42.076613,-87.923514,https://www.batterychargers.com/
610,Security/Cybersecurity,,,SecureForensics,"22 W Washington St Suite 1500, Chicago, IL 60602",Chicago,41.883336,-87.628714,https://www.secureforensics.com/
611,Security/Cybersecurity,,,"Security Enhancement Systems, LLC","3176 MacArthur Blvd, Northbrook, IL 60062",Northbrook,42.148591,-87.858251,https://www.securityenhancementsystems.com/
612,Consulting,Utility/Grid,Marketing,Select Energy Partners,"300 S Wacker Dr Suite 800, Chicago, IL 60606",Chicago,41.877641,-87.637088,http://selectenergypartners.com/sep/
613,Utility/Grid,Consulting,Energy Systems/Management,"Sentry Energy Management Services, Inc.","3579 Wetlands Dr, Elgin, IL 60124",Elgin,42.053783,-88.387013,http://sentryenergy.com/
614,Energy Efficiency,Academia/Research,,Seventhwave,"20 N Wacker Dr Suite 1642, Chicago, IL 60606",Chicago,41.882607,-87.637259,http://www.seventhwave.org/contact
615,Wave/Water/Hydro,Manufacturing,Marketing,Sewer Equipment Co. of America,"1590 Dutch Rd, Dixon, IL 61021",Dixon,41.81512,-89.476451,https://www.sewerequipment.com/
616,Law,,,Seyfarth Shaw LLP,"233 S Wacker Dr Suite 8000, Chicago, IL 60606",Chicago,41.878879,-87.635836,https://www.seyfarth.com/
617,Built Environment,Professional Services,Construction,Shamrock Electric Co. Inc.,"1281 E Brummel Ave, Elk Grove Village, IL 60007",Elk Grove Village,42.017055,-87.967754,https://shamrockelectric.com/
618,Thermal Energy ,Energy Systems/Management,Professional Services,Shavitz Heating and Air Conditioning,"4849 Main St, Skokie, IL 60077",Skokie,42.033393,-87.749175,https://www.shavitz.com/chicago-heating/geothermal-heating
619,Energy Efficiency,Evaluation/Compliance,Energy Systems/Management,Shelton Solutions Inc.,"5113 S Harper Suite 200, Chicago, IL 60615",Chicago,41.802035,-87.588521,www.shelton-solutions.com
620,Law,,,Sidley Austin LLP,"1 S Dearborn, Chicago, IL 60603",Chicago,41.88168,-87.628744,https://www.sidley.com/en/us/
621,Energy Efficiency,Energy Systems/Management,Professional Services,Sieben Energy Associates,"333 N Michigan Ave, Chicago, IL 60601",Chicago,41.887675,-87.62423,http://www.siebenenergy.com/
622,Consulting,Finance,Engineering,Siemens Energy ,"799 Roosevelt Rd, Glen Ellyn, IL 60137",Glen Ellyn,41.858248,-88.053775,https://new.siemens.com/global/en/products/energy.html
623,Professional Services,Security/Cybersecurity,Construction,Sievert Electric,"1230 Hannah Ave, Forest Park, IL 60130",Forest Park,41.863424,-87.808808,http://www.sievertelectric.com/
624,Energy Systems/Management,Sensors,IoT/IIoT,Sigora International,"965 W Chicago Ave, Chicago, IL 60642",Chicago,41.895882,-87.652101,https://sigora.co/
625,Built Environment,Construction,Engineering,Sitton Energy Solutions,"1177 N Green Mount Rd Suite 200, O'Fallon, IL 62269",O'Fallon,38.571052,-89.929759,https://sittoncg.com/
